Content,Date,Compound,Sentiment,Thème
"Comme chacun sait, c’est la lentr décomposition des dinosaures qui a généré en 65m annees cette energie nucléaire fossile qu’il est impératif de stopper avant le gaz naturel clé de notre transition énergétique",2023-04-15,0.128,Positif,Développement de la production d'énergie et réglementations européennes
"Superphenix en France,  2 réacteurs en service en Russie.",2023-04-15,0.0,Neutre,Enjeux énergétiques mondiaux et financement de la transition
"et alors? Le parc nucléaire a connu des problèmes inédits en 2022, ça ne veut pas dire que ce sera pareil les années suivantes.  Effectivement il faut prévoir leurs remplacements tout de suite.",2023-04-15,-0.2244,Negatif,Enjeux du nucléaire et besoin de réduction d'énergie
"1- Industrie verte : transition énergétique et réindustrialisation de la Lorraine,
2- Une nouvelle offre de Logement dans une agglomération dense, aussi pour les transfrontaliers,
3- Le travail comme une valeur, un cadre, la condition de notre prospérité, contre la décroissance,",2023-04-15,0.5411,Positif,Développement de la production d'énergie et réglementations européennes
"""le G7 reconnait très largement l'importance du nucléaire comme une ""solution au service de la transition énergétique"" qui garantit la sécurité d'approvisionnement.""",2023-04-15,0.8293,Positif,Émissions de CO2 et transition énergétique
"Il a mieux à faire vous ne croyez pas ?
Une réforme sur les hôpitaux et la santé ?
Une réforme sur l’éducation et l’école ?
Des actions contre l’inflation et la hausse des prix ?
Une réforme sur la transition énergétique et la mise en place d’actions concrètes pour limiter le RC?",2023-04-15,0.899,Positif,Développement de la production d'énergie et réglementations européennes
"Pékin travaille depuis quelques temps sur un agenda international alternatif sur la transition énergétique, avec un timing et des conditionnalités « adaptés » aux pays émergents.",2023-04-15,0.5719,Positif,Économie française et recherche en énergie.
"C'est vexant, ça laisse des cicatrices comme un père absent
J'suis spécial, donc j'arrive avant leurs messes basses

🇺🇸Papa Biden🇺🇸 va remédier à ça :  Les États-Unis ""vont être le leader mondial"" de la transition énergétique avec des conseils d'Egypte.

piped.video/watch?v=vxrc2VWm…",2023-04-15,-0.1531,Negatif,Énergies renouvelables et croissance économique
La transition énergétique allemande.,2023-04-15,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
Imagine vouloir mettre à l'arrêt le nucléaire dans une optique de transition énergétique ... 🤡,2023-04-15,0.6007,Positif,Développement de la production d'énergie et réglementations européennes
Nadia Fettah Alaoui nous avons remarqué la présence de la ministre de la Transition énergétique Leila Benali du ministre de l’Éducation nationale Chakib Benmoussa et de Mostafa Terrab DG de l’OCP entre autres Tous ont participé tout au long de la semaine à différents panels,2023-04-16,0.5399,Positif,Transition énergétique et politique gouvernementale
"2/3 ... Au passage, quand on dit ""leader"" c'est forcément au-delà des frontières.
Il y a 1 politique radicale de transition énergétique au 🇲🇦, avec des résultats concrets, mondialement reconnus : les contrats évoqués dans le tweet s'inscrivent DANS cette continuité politique. 👇🏼",2023-04-16,0.5699,Positif,Développement de la production d'énergie et réglementations européennes
Non-sens car pour faire une transition énergétique vers ce genre de systèmes requiert trop de terre rares par rapport a ce qui est dispo,2023-04-16,0.0516,Positif,Développement de la production d'énergie et réglementations européennes
"Marquant 10 ans de partenariat global 🇻🇳 🇺🇸, @SecBlinken et moi avons eu des discussions fructueuses sur l'approfondissement des relations bilatérales, en particulier. le commerce, l'investissement, la transition énergétique, les nouvelles industries,👇",2023-04-16,0.8164,Positif,Émissions de CO2 et transition énergétique
"en particulier. le commerce, l'investissement, la transition énergétique, les nouvelles industries, l'éducation, les héritages de guerre, les liens entre les peuples et les questions internationales d'intérêt mutuel.",2023-04-16,0.34,Positif,Plan d'investissement industriel
On devrait avoir pour référence la première transition énergétique francais avec le⚛️,2023-04-16,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
"On a tous compris que:
1⃣ Le réchauffement climatique c'est quand il fait chaud.
2⃣ Le dérèglement climatique c'est quand il fait froid, il pleut, vente, grêle, ou neige.
3⃣ La transition énergétique c'est quand on troque 4 Milliards de m3 d'eau douce contre des énergies fossiles",2023-04-16,0.6996,Positif,Enjeux énergétiques mondiaux et financement de la transition
"Ou l'abus de manicheisme

La transition énergétique n'est pas faite d'opposition entre tel ou tel lever mais de synthèse de TOUT les leviers

Dixit le giec

Et je m'arrêterais là",2023-04-16,0.4926,Positif,Développement de la production d'énergie et réglementations européennes
"Yep : le problème est dans les gens qui, par pure idéologie, nous tire une balle dans le pied face à une transition énergétique qui est déjà délirement difficile

On a besoin de tout les leviers, pas juste de ceux correspondant à une philosophie politique hors d'âge et hors sol",2023-04-16,0.2023,Positif,Énergies renouvelables et croissance économique
"⚡️Petit point sur la #transition #énergétique en cours au niveau mondial grâce au dernier rapport de @EmberClimate
ember-climate.org/insights/r…",2023-04-16,0.7269,Positif,Plan d'investissement industriel
"Cette façon de penser explique votre retard dans la transition énergétique (45% de l'énergie devra provenir des EnR en 2030). L'Allemagne a réussi, car obligée de se bouger et investir, quand la France rentière ne respecte pas la Directive 2009/28/CE.

lemonde.fr/economie/article/…",2023-04-16,0.8359,Positif,Économie française et recherche en énergie.
pour notre transition énergétique,2023-04-16,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
"Klaus Steigleder, professeur d'éthique appliquée à l'Université de Bochum (🇩🇪):

«La transition énergétique ne réussira pas sans le nucléaire
C’est la seule source d'énergie disponible qui présente les avantages des combustibles fossiles mais aucun de leurs inconvénients »",2023-04-16,0.8481,Positif,Développement de la production d'énergie et réglementations européennes
"Bah sauf que pour baisser les émissions des transport et de l'industrie il faut électrifier, ce qui sert a rien si l'électricité est carbonée. C'est assez clair que la décarbonation de l'élec est l'étape N°1 de la transition énergétique, et les Allemands foirent haut la main.",2023-04-16,0.318,Positif,Transition énergétique et politique gouvernementale
"une voiture électrique produit plus de 150gCO2/km sur son cycle de vie. C'est à peine mieux qu'une thermique.

Donc un pays qui foire la transition énergétique de sa production électrique va nécessairement foirer sa transition tout court.",2023-04-16,-0.2707,Negatif,Développement de la production d'énergie et réglementations européennes
Leur but final est la sobriété et non la transition énergétique. Nous lutterons contre de toutes nos forces.,2023-04-16,0.2732,Positif,Plan d'investissement industriel
"Sans compter les morts et les maladies des mineurs de charbon sur exploités car l'Allemagne importe aussi du charbon. La transition énergétique se fait sur le dos de populations sud-américaine, africaines ignorées.",2023-04-16,-0.4094,Negatif,Développement de la production d'énergie et réglementations européennes
"Et pendant ce temps, les soi-disant écolos d'EELV prennent l'Allemagne comme modèle dans la transition énergétique et rêvent que la France suive le même chemin en sortant du nucléaire.",2023-04-16,0.4926,Positif,Développement de la production d'énergie et réglementations européennes
"Sans oublier que pour réussir la transition énergétique, il ne suffit pas de maintenir notre production électrique actuelle, mais la multiplier, ce qui rend cette croyance encore plus curieuse.",2023-04-16,0.7007,Positif,Développement de la production d'énergie et réglementations européennes
"Dans le cadre de la transition énergétique, l’Allemagne décide d’augmenter de façon très importante les émissions de CO2",2023-04-16,0.5974,Positif,Plan d'investissement industriel
"La région de Tanger-Tétouan Al-Hoceima se mobilise pour la transition énergétique et écologique de son territoire
#Morocco",2023-04-17,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
"1- N'importe quel discours excluant une solution pour decarboner (ENR, nucléaire, sobriété...)
2- N'importe quel discours, notamment en France, résumant la transition énergétique au seul secteur électrique 
3- N'importe quel discours portant une techno comme une fin en soit",2023-04-17,0.584,Positif,Développement de la production d'énergie et réglementations européennes
"L’Escouade Énergie - Regroupement des CCTT en transition énergétique et le Centre National en électrochimie et en Technologies Environnementales (CNETE), en collaboration avec le CITEQ, vous invitent à la Journée recherche appliquée - Filière #batterie , qui aura lieu le 15 mai prochain au DigiHub Shawinigan.
 
 Un panel aura lieu sur le rôle de la recherche appliquée sur la #ZonedInnovation de la Vallée de la transition énergétique (VTE). 
  
 Consacré à l’avancement des technologies et de l’innovation de la filière batterie, incluant la production, l'utilisation et la fin de vie des #MCS et la RSE- #ESG des entreprises, l’événement réunira des chercheurs.ses collégiaux, des xn--reprsentants-eeb.es gouvernementaux, des organismes et des gens de l'industrie. À travers de nombreux panels et des activités de réseautage, ceux-ci partageront leur expertise afin de soutenir la filière batterie dans son développement accéléré.
 
 L'évènement est organisé dans le cadre de la #Semainedeléconomieverte de Écotech Québec
  
 Cliquez ici pour consulter la programmation et vous inscrire 👉 citeq.ca/journee-recherche-a…
 
 MERCI DE NOUS AIDER À DIFFUSER
 
 Merci à nos commanditaires:
 InnovÉÉ Innovation Énergie Électrique PRIMA Québec - Pôle de recherche et d'innovation en matériaux avancés du Québec CRITM #RéseauMCS Fonds de recherche du Québec Caisse Desjardins de l'Énergie et des Ressources naturelles Économie du savoir Mauricie
 
 Merci aux autres partenaires qui rendent cet évènement possible:
 Institut du véhicule innovant CEPROCQ COALIA Nergica
 Ville de Shawinigan; UQTR - Université du Québec à Trois-Rivières Ministère de l’Économie, de l’Innovation et de l’Énergie du Québec (MEIE) Réseau des CCTT - Synchronex Roulons VERT",2023-04-17,0.9888,Positif,Développement de la production d'énergie et réglementations européennes
