Content,Clean_Tweet,Date,Thème TEner,Thème Énergétique,Thème TEco,Thème Écologique
"Ce narratif n'est-il pas simpliste pour résumer un problème qui semble avoir des dimensions plus complexes? 
Aujourd'hui comment pourrait-on systématiquement schématiser le lien de cause à effet entre transition énergétique et émiettement du Congo ?! 🤔","['narratif', 'nestil', 'simpliste', 'résumer', 'problèm', 'dimension', 'complexe', 'aujourdhui', 'pourraiton', 'systématiquement', 'schématiser', 'cause', 'émiettement', 'congo']",2023-02-19,Thème 9,Interviews médias et déclarations de la ministre de l'industrie,Thème 11,Réformes écologiques et environnementales en France
La RDC va renverser la donne les jours à venir avec cette transition énergétique ! Félicitation pour la CCB .,"['rdc', 'renverser', 'donne', 'jour', 'venir', 'félicitation', 'ccb']",2023-02-19,Thème 9,Interviews médias et déclarations de la ministre de l'industrie,Thème 0,Politiques environnementales et écologiques du gouvernement français
"On bride le nucléaire en utilisant qu'un tiers de son vrai potentiel (je caricature mais en gros c'est ça).
J'espère que c'est un sujet qui va finir par débarquer sur le devant de la scène dans les prochaines années. C'est un vrai game changer pour la transition énergétique","['brid', 'nucléaire', 'utiliser', 'quun', 'tiers', 'vrai', 'potentiel', 'caricature', 'gros', 'jespère', 'finir', 'débarquer', 'scène', 'prochain', 'année', 'vrai', 'game', 'changer']",2023-02-19,Thème 12,Innovation dans le secteur de l'énergie,Thème 12,Écologie et construction de bâtiments durables
"D'où l'intérêt d'encourager par ex. le #solaire décentralisé - dans l'Ain et ailleurs.😉

Ça arrange tous les adversaires de la transition énergétique de la présenter comme exigence de sacrifice pour les gens ordinaires. Montrons concrètement, sur le terrain, que c'est faux.","['doù', 'lintérêt', 'dencourager', 'ex', 'solaire', 'décentraliser', 'lain', 'arrange', 'adversaire', 'présenter', 'exigence', 'sacrifice', 'ordinaire', 'montron', 'concrètement', 'terrain', 'faux']",2023-02-19,Thème 1,Production d'énergie et transition énergétique,Thème 1,Soutien et financement de projets écologiques
"Côte d’Ivoire-AIP/ Les opérateurs économiques ivoiriens exhortés à participer au salon de la transition énergétique ‘’Key’’
aip.ci/cote-divoire-aip-les-…","['côte', 'ivoireaip', 'opérateur', 'économique', 'ivoirien', 'exhorter', 'participer', 'salon', 'key', 'aipcicotedivoireaiple']",2023-02-19,Thème 8,"Énergie solaire, éolienne en France et dans le monde",Thème 10,Services publics et transition écologique
"Merci la transition #energetique bravo @AgnesRunacher en plus de 8 milliards d'euros de #ristourneCarburant,  on sent qu'il y a une stratégie #robuste pr sortir de l'addition au #petrole !","['energetique', 'agnesrunacher', 'milliard', 'deuro', 'ristournecarburer', 'stratégie', 'robuste', 'pr', 'sortir', 'laddition', 'petrol']",2023-02-19,Thème 2,Énergie renouvelable et développement international,Thème 0,Politiques environnementales et écologiques du gouvernement français
C’est la méthode Melenchon pour augmenter le pouvoir d’achat et relever tous les défis de la transition  énergétique. Un naufrage.,"['méthode', 'melenchon', 'augmenter', 'pouvoir', 'achat', 'relever', 'défaire', 'naufrag']",2023-02-19,Thème 8,"Énergie solaire, éolienne en France et dans le monde",Thème 1,Soutien et financement de projets écologiques
"Le rôle du CONSEIL CONGOLAIS DE LA BATTERIE est celui d'apporter des éléments techniques nécessaires au Gvmnt pour assurer la chaîne d'approvisionnement des minerais qui entrent dans la fabrication des batteries électriques .

Nous sommes dans la phase de transition énergétique","['rôle', 'conseil', 'congolais', 'batterie', 'dapporter', 'élément', 'technique', 'nécessaire', 'gvmnt', 'assurer', 'chaîne', 'dapprovisionnement', 'minerai', 'entrer', 'fabrication', 'batterie', 'électrique', 'phase']",2023-02-19,Thème 1,Production d'énergie et transition énergétique,Thème 3,Énergie et économie vers une société écologique
"La transition énergétique n'aura pas lieu, selon l'historien Jean-Baptiste Fressoz : 

piped.video/watch?v=mMQwdUxF…

Via  @OBerruyer et @elucid","['naurer', 'lhistorien', 'jeanbaptiste', 'fressoz', 'pipedvideowatchvmmqwduxf', 'oberruyer', 'elucid']",2023-02-19,Thème 3,Stratégies économiques et environnementales,Thème 10,Services publics et transition écologique
"Faites. La transition énergétique nous impose d'abandonner pétrole et gaz.... donc de toute manière, nous aurions arrêter d'en acheter à la Russie de toute manière","['impose', 'dabandonner', 'pétrol', 'maniérer', 'arrêter', 'den', 'acheter', 'russie', 'manière']",2023-02-20,Thème 11,Recherche et développement dans l'industrie énergétique,Thème 0,Politiques environnementales et écologiques du gouvernement français
"L'Algérie veut  jouer un rôle dans la transition énergétique en Afrique. Son haut niveau d'ensoleillement l'incite à se doter d'installations photovoltaïques tandis que ses chercheurs travaillent sur la production d'hydrogène vert.
piped.video/watch?v=kDfMdZ…","['lalgérie', 'jouer', 'rôle', 'afrique', 'niveau', 'densoleillemer', 'lincite', 'doter', 'dinstallation', 'photovoltaïque', 'chercheur', 'travailler', 'production', 'dhydrogèn', 'vert', 'pipedvideowatchvkdfmdz']",2023-02-20,Thème 14,"Énergie nucléaire, électricité et économie industrielle",Thème 1,Soutien et financement de projets écologiques
"Si une sobriété subie risque de s’imposer effectivement à cause des contraintes liées à la possible impossibilité de découpler sur le plan mondial émissions de GES et PIB pdt la transition énergétique, cela m’empêche pas le fait que la + grand utilité des nations riches ds la 🧵","['sobriéter', 'subir', 'risque', 'imposer', 'effectivement', 'cause', 'contraindre', 'lier', 'impossibilité', 'découpler', 'plan', 'mondial', 'émission', 'ge', 'pib', 'pdt', 'empêcher', 'grand', 'utilité', 'nation', 'riche', 'ds']",2023-02-20,Thème 5,Emploi et formation dans le secteur de l'énergie,Thème 12,Écologie et construction de bâtiments durables
Cet incendie n'a jamais eu lieu. C'est un hologramme. Coup classique du nouvel ordre mondial pour accélérer la transition énergétique,"['incendie', 'hologramm', 'coup', 'classique', 'nouveau', 'ordre', 'mondial', 'accélérer']",2023-02-20,Thème 11,Recherche et développement dans l'industrie énergétique,Thème 3,Énergie et économie vers une société écologique
Je suis pour la transition énergétique et utilisez plus les énergies renouvelables mais à quel prix ?,"['utiliser', 'énergie', 'renouvelable', 'prix']",2023-02-20,Thème 14,"Énergie nucléaire, électricité et économie industrielle",Thème 3,Énergie et économie vers une société écologique
Le pas vers la transition énergétique avec le conseil congolais de la batterie,"['conseil', 'congolais', 'batterie']",2023-02-20,Thème 1,Production d'énergie et transition énergétique,Thème 11,Réformes écologiques et environnementales en France
"Prière relire tranquillement cette liste que vous avez postée pour savoir de quoi il s'agit exactement. 
Soit on parle de minerais stratégiques à la transition énergétique soit on parle des minerais que les US estiment stratégiques à leur besoin économiques et sécuritaires.","['prière', 'relire', 'tranquillement', 'liste', 'poster', 'savoir', 'sagit', 'minerai', 'stratégique', 'miner', 'us', 'estimer', 'stratégique', 'besoin', 'économique', 'sécuritaire']",2023-02-20,Thème 7,Actualités économiques et environnementales,Thème 11,Réformes écologiques et environnementales en France
"Compter quelque chose dans une mauvaise catégorie ?!
Je n'ai rien inventé, j'ai déposé une source d'autorité en la matière qui liste clairement les minerais stratégiques à la transition énergétique.
Visiblement, cette liste ne vous satisfait pas...","['compter', 'chose', 'mauvais', 'catégorie', 'nai', 'inventer', 'déposer', 'source', 'dautorité', 'matière', 'list', 'clairement', 'minerai', 'stratégique', 'visiblement', 'liste', 'satisfait']",2023-02-20,Thème 1,Production d'énergie et transition énergétique,Thème 11,Réformes écologiques et environnementales en France
"Hum voilà déjà un souci. Si vous parlez de transition énergétique, non le coltan n'en est pas un. Ici vous trouverez les critical minerals to energy transition. Source Agence internationale de l'énergie. 
iea.org/reports/the-role-of-…","['souci', 'parler', 'coltan', 'nen', 'trouver', 'critical', 'mineral', 'energy', 'source', 'agence', 'international', 'lénergie', 'ieaorgreportstheroleof']",2023-02-20,Thème 7,Actualités économiques et environnementales,Thème 14,Agricultures et politiques environnementales
[Aérien] Le PDG du groupe Aéroports de Paris favorable à une hausse des prix des billets d’avion pour financer la transition énergétique buff.ly/3XIdK39 Extrait du briefing de @ContexteTransp,"['aérien', 'pdg', 'groupe', 'aéroport', 'pari', 'favorable', 'hausse', 'prix', 'billet', 'avion', 'financer', 'buffly3xidk39', 'extraire', 'briefing', 'contextetransp']",2023-02-20,Thème 5,Emploi et formation dans le secteur de l'énergie,Thème 0,Politiques environnementales et écologiques du gouvernement français
"Okay. Peut-on maintenant lister ces minerais centraux à la transition énergétique, analyser leur économie et geopolitics et établir les liens qu'ils ont avec la guerre (quelle que soit sa forme) en RDC ?!","['okay', 'peuton', 'lister', 'minerai', 'central', 'analyser', 'économie', 'geopolitic', 'établir', 'lien', 'quil', 'guerre', 'form', 'rdc']",2023-02-20,Thème 2,Énergie renouvelable et développement international,Thème 0,Politiques environnementales et écologiques du gouvernement français
"Le cas ne l'était pas. Plus tôt je crois avoir posé la question de lister ces minerais essentiels à la transition énergétique, et analyser comme ils sont liés à la RDC et à sa guerre (que vous avez visiblement redéfini comme multiforme...pas forcément civile, économique...)","['cas', 'léter', 'tôt', 'croi', 'poser', 'question', 'lister', 'minerai', 'essentiel', 'analyser', 'lier', 'rdc', 'guerre', 'visiblement', 'redéfini', 'multiformepa', 'forcément', 'civil', 'économique']",2023-02-20,Thème 9,Interviews médias et déclarations de la ministre de l'industrie,Thème 10,Services publics et transition écologique
Venez nous rejoindre sur notre stand pour decouvrir les métiers de la transition énergetique!,"['venir', 'rejoindre', 'stand', 'decouvrir', 'métier', 'énergetiqu']",2023-02-20,Thème 6,Emploi et dynamique économique,Thème 6,Emploi et industrie écologique
"* Influencée. Si transition ou pas, et qu'il est établi que l'artisanat minier a toujours existé, affirmer que l'artisanat minier d'aujourd'hui est ""influencée"" par la transition énergétique (au point de vouloir la faire passer comme la cause centrale) est factuellement incorrect","['influencer', 'établir', 'lartisanat', 'minier', 'exister', 'affirmer', 'lartisanat', 'minier', 'daujourdhui', 'influencer', 'vouloir', 'passer', 'cause', 'central', 'factuellement', 'incorrect']",2023-02-20,Thème 4,Financement et développement public,Thème 11,Réformes écologiques et environnementales en France
"Euh bah justement, l’Allemagne prends 2 ans de retard tous les ans sur leur transition énergétique donc elle est pas prête de finir.

Ils comptent être à 80% d’ENR en 2030, ça c’est du vent
La réalité : ils vont doubler leur capacité de turbine à gaz
euractiv.com/section/energy/…","['justement', 'allemagne', 'prend', 'retard', 'prêt', 'finir', 'compter', 'vent', 'réalité', 'doubler', 'capacité', 'turbin', 'euractivcomsectionenergy']",2023-02-20,Thème 14,"Énergie nucléaire, électricité et économie industrielle",Thème 0,Politiques environnementales et écologiques du gouvernement français
"La question était, en quoi le modèle de l'artisanat minier actuel qui selon vous est poussée par la transition énergétique est différente de l'artisanat minier qui a toujours existé et trouvé ses causes dans des facteurs socio-économiques internes d'abord.","['question', 'modèle', 'lartisanat', 'minier', 'actuel', 'pousser', 'lartisanat', 'minier', 'existé', 'trouver', 'cause', 'facteur', 'socioéconomique', 'interne', 'dabord']",2023-02-20,Thème 4,Financement et développement public,Thème 0,Politiques environnementales et écologiques du gouvernement français
Quel est le modèle artisanal actuel ? Le modèle de la transition énergétique qui est différent du modèle différent ?!,"['modèle', 'artisanal', 'actuel', 'modèle', 'modèle']",2023-02-20,Thème 13,Politique énergétique en Allemagne,Thème 0,Politiques environnementales et écologiques du gouvernement français
